booking_id,booking_date,journey_date,seat_count,advance_booking_days,seat_type,boarding_station,dropping_station,journey_day_of_week,booking_hour,has_meal,meal_count,seat_amount,meal_amount,total_amount,season,confirmation_probability
BK04099,12-10-2025,23-10-2025,1,11,lower,Vadodara,Surat,4,4,0,0,800,0,800,normal,94.45870339
BK04100,12-08-2025,03-09-2025,1,22,lower,Ahmedabad,Mumbai,5,11,0,0,800,0,800,normal,95.37128052
BK04101,11-02-2025,23-02-2025,2,12,upper,Ahmedabad,Mumbai,4,5,1,1,1400,100,1500,festival,93.23462008
BK04102,24-11-2024,07-12-2024,2,13,upper,Ahmedabad,Mumbai,1,8,1,1,1400,200,1600,normal,92.78846782
BK04103,06-01-2024,09-01-2024,2,3,lower,Vadodara,Mumbai,5,8,1,1,1600,100,1700,holiday,84.23469428
BK04104,29-05-2025,01-06-2025,1,3,upper,Vadodara,Vadodara,1,17,1,1,700,200,900,normal,96.52434767
BK04105,12-05-2024,27-05-2024,1,15,lower,Ahmedabad,Mumbai,2,11,0,0,800,0,800,normal,97.85014381
BK04106,19-02-2025,22-02-2025,3,3,upper,Surat,Mumbai,6,17,1,1,2100,100,2200,normal,88.27688831
BK04107,30-10-2024,07-11-2024,5,8,mixed,Surat,Mumbai,1,21,1,4,3750,400,4150,normal,89.30647262
BK04108,20-07-2025,22-07-2025,1,2,upper,Ahmedabad,Surat,3,14,1,1,700,200,900,holiday,83.36093053
BK04109,23-02-2025,11-03-2025,4,16,lower,Ahmedabad,Mumbai,3,11,1,1,3200,200,3400,normal,87.66812234
BK04110,28-04-2024,29-04-2024,2,1,upper,Vadodara,Surat,3,20,1,2,1400,300,1700,normal,94.54291696
BK04111,28-09-2025,15-10-2025,2,17,upper,Ahmedabad,Mumbai,6,14,0,0,1400,0,1400,normal,96.80916062
BK04112,15-02-2025,24-02-2025,2,9,lower,Vadodara,Mumbai,3,20,1,1,1600,150,1750,normal,98
BK04113,14-05-2025,16-05-2025,1,2,upper,Vadodara,Mumbai,2,8,1,1,700,100,800,normal,98
BK04114,20-05-2024,27-05-2024,1,7,mixed,Ahmedabad,Mumbai,1,14,0,0,750,0,750,normal,87.11594466
BK04115,30-11-2024,03-12-2024,2,3,lower,Nadiad,Vadodara,1,5,1,1,1600,200,1800,normal,98
BK04116,03-01-2025,06-01-2025,2,3,lower,Ahmedabad,Mumbai,1,16,1,2,1600,200,1800,normal,98
BK04117,11-11-2024,15-11-2024,4,4,lower,Surat,Mumbai,6,14,1,3,3200,450,3650,normal,78.30917254
BK04118,09-10-2024,09-10-2024,2,0,upper,Ahmedabad,Mumbai,2,14,0,0,1400,0,1400,festival,81.71151824
BK04119,15-03-2024,14-04-2024,1,30,mixed,Ahmedabad,Mumbai,2,14,1,1,750,200,950,normal,93.58674935
BK04120,25-02-2024,25-02-2024,3,0,upper,Vadodara,Mumbai,3,9,0,0,2100,0,2100,normal,88.22523774
BK04121,03-06-2024,13-06-2024,1,10,lower,Ahmedabad,Mumbai,5,4,1,1,800,200,1000,normal,98
BK04122,12-11-2025,16-11-2025,2,4,upper,Nadiad,Mumbai,2,18,1,1,1400,150,1550,normal,95.19127092
BK04123,07-02-2024,17-02-2024,3,10,upper,Ahmedabad,Mumbai,2,9,1,1,2100,150,2250,normal,87.95480415
BK04124,14-03-2025,18-03-2025,4,4,upper,Ahmedabad,Nadiad,0,22,1,2,2800,300,3100,normal,91.098598
BK04125,19-01-2024,30-01-2024,3,11,lower,Nadiad,Mumbai,3,11,1,3,2400,300,2700,festival,84.11092328
BK04126,01-08-2024,14-08-2024,3,13,upper,Ahmedabad,Mumbai,3,11,1,3,2100,300,2400,normal,90.24350859
BK04127,20-05-2024,31-05-2024,3,11,lower,Surat,Mumbai,0,16,0,0,2400,0,2400,festival,83.72822041
BK04128,02-08-2025,03-08-2025,4,1,lower,Ahmedabad,Mumbai,1,16,1,2,3200,200,3400,normal,80.18192841
BK04129,28-08-2025,07-09-2025,1,10,upper,Ahmedabad,Mumbai,5,4,0,0,700,0,700,normal,88.37244208
BK04130,29-12-2025,01-01-2026,1,3,mixed,Ahmedabad,Surat,6,8,1,1,750,150,900,holiday,92.36699738
BK04131,20-03-2025,20-03-2025,1,0,lower,Nadiad,Mumbai,0,5,0,0,800,0,800,normal,95.19498584
BK04132,15-01-2024,20-01-2024,1,5,mixed,Ahmedabad,Mumbai,0,1,1,1,750,200,950,normal,94.55416524
BK04133,19-05-2024,24-05-2024,3,5,lower,Ahmedabad,Surat,5,0,1,2,2400,400,2800,normal,83.9740731
BK04134,16-06-2025,22-06-2025,2,6,upper,Surat,Surat,6,14,0,0,1400,0,1400,holiday,88.77817138
BK04135,07-09-2024,19-09-2024,2,12,lower,Ahmedabad,Mumbai,5,11,0,0,1600,0,1600,normal,88.7608564
BK04136,20-11-2024,23-11-2024,1,3,lower,Ahmedabad,Mumbai,6,21,0,0,800,0,800,holiday,88.71843339
BK04137,16-12-2025,19-12-2025,3,3,upper,Ahmedabad,Surat,0,8,0,0,2100,0,2100,normal,89.12752229
BK04138,18-02-2024,18-02-2024,2,0,upper,Ahmedabad,Mumbai,2,17,1,2,1400,400,1800,normal,82.77728903
BK04139,29-01-2024,09-02-2024,3,11,upper,Ahmedabad,Mumbai,0,1,1,2,2100,200,2300,normal,96.77076343
BK04140,12-11-2025,20-11-2025,2,8,upper,Ahmedabad,Surat,4,19,0,0,1400,0,1400,normal,85.58967528
BK04141,04-10-2024,08-10-2024,2,4,upper,Ahmedabad,Mumbai,0,21,1,1,1400,200,1600,normal,98
BK04142,07-09-2024,19-09-2024,1,12,mixed,Ahmedabad,Mumbai,1,14,0,0,750,0,750,normal,97.65859559
BK04143,02-05-2025,09-05-2025,1,7,upper,Ahmedabad,Vadodara,1,17,0,0,700,0,700,normal,87.87083271
BK04144,29-08-2025,04-09-2025,3,6,lower,Nadiad,Vadodara,5,22,1,3,2400,600,3000,normal,87.21389864
BK04145,23-06-2025,30-06-2025,4,7,lower,Nadiad,Mumbai,6,9,1,3,3200,600,3800,normal,89.1010284
BK04146,26-08-2024,05-09-2024,2,10,lower,Ahmedabad,Surat,1,0,0,0,1600,0,1600,normal,96.28364777
BK04147,30-05-2024,09-06-2024,1,10,upper,Surat,Mumbai,0,16,1,1,700,200,900,normal,98
BK04148,18-07-2025,21-07-2025,2,3,lower,Vadodara,Mumbai,3,0,1,1,1600,100,1700,normal,86.33481108
BK04149,17-01-2025,18-01-2025,3,1,lower,Surat,Mumbai,1,14,1,2,2400,400,2800,holiday,90.22844231
BK04150,17-01-2025,18-01-2025,3,1,lower,Ahmedabad,Mumbai,0,14,1,2,2400,200,2600,normal,82.0163073
BK04151,05-07-2025,15-07-2025,1,10,upper,Nadiad,Mumbai,1,14,0,0,700,0,700,normal,98
BK04152,28-04-2024,18-05-2024,1,20,lower,Ahmedabad,Surat,2,3,1,1,800,100,900,normal,98
BK04153,04-07-2025,09-07-2025,3,5,lower,Vadodara,Mumbai,2,1,1,2,2400,200,2600,normal,92.40065234
BK04154,08-03-2024,09-03-2024,2,1,upper,Ahmedabad,Mumbai,0,21,1,1,1400,100,1500,normal,89.96334125
BK04155,29-10-2024,12-11-2024,1,14,upper,Ahmedabad,Mumbai,1,13,1,1,700,100,800,normal,93.8854398
BK04156,18-05-2024,04-06-2024,1,17,lower,Ahmedabad,Mumbai,1,8,1,1,800,150,950,festival,98
BK04157,13-10-2024,03-11-2024,2,21,upper,Ahmedabad,Mumbai,4,17,0,0,1400,0,1400,normal,90.36851204
BK04158,01-02-2025,10-02-2025,4,9,lower,Ahmedabad,Mumbai,6,21,0,0,3200,0,3200,holiday,74.67756475
BK04159,21-09-2025,10-10-2025,5,19,mixed,Ahmedabad,Mumbai,5,10,1,2,3750,400,4150,normal,93.5224059
BK04160,05-07-2024,05-07-2024,2,0,lower,Ahmedabad,Mumbai,5,1,1,1,1600,150,1750,festival,86.43001277
BK04161,24-01-2025,25-01-2025,2,1,mixed,Surat,Mumbai,1,16,1,1,1500,150,1650,normal,94.66158164
BK04162,29-04-2025,29-04-2025,1,0,mixed,Vadodara,Surat,3,21,1,1,750,100,850,normal,95.67010716
BK04163,19-09-2025,01-10-2025,2,12,upper,Ahmedabad,Mumbai,2,22,0,0,1400,0,1400,normal,91.7635836
BK04164,13-06-2025,13-06-2025,2,0,lower,Ahmedabad,Mumbai,1,19,1,1,1600,100,1700,normal,92.55625988
BK04165,02-02-2024,08-02-2024,2,6,upper,Ahmedabad,Vadodara,6,8,1,2,1400,200,1600,normal,94.90279019
BK04166,18-08-2025,24-08-2025,2,6,lower,Ahmedabad,Mumbai,3,9,1,2,1600,400,2000,normal,90.08080919
BK04167,20-04-2025,23-04-2025,1,3,mixed,Ahmedabad,Mumbai,5,2,1,1,750,100,850,normal,86.40929831
BK04168,01-01-2024,21-01-2024,1,20,upper,Ahmedabad,Vadodara,6,16,0,0,700,0,700,normal,93.0296743
BK04169,27-11-2025,28-11-2025,2,1,mixed,Nadiad,Mumbai,0,4,0,0,1500,0,1500,normal,82.08194812
BK04170,02-12-2024,06-12-2024,1,4,upper,Ahmedabad,Mumbai,2,11,1,1,700,150,850,holiday,89.54413082
BK04171,05-07-2024,19-07-2024,1,14,upper,Ahmedabad,Mumbai,0,12,0,0,700,0,700,normal,92.07632372
BK04172,29-06-2024,29-06-2024,6,0,upper,Ahmedabad,Mumbai,5,9,0,0,4200,0,4200,normal,66.82984156
BK04173,25-05-2024,05-06-2024,2,11,lower,Ahmedabad,Mumbai,5,2,0,0,1600,0,1600,holiday,91.09345724
BK04174,05-09-2025,21-09-2025,2,16,upper,Vadodara,Nadiad,1,8,0,0,1400,0,1400,normal,98
BK04175,24-01-2024,19-02-2024,4,26,upper,Ahmedabad,Mumbai,0,14,0,0,2800,0,2800,normal,96.40361948
BK04176,30-09-2024,20-10-2024,6,20,mixed,Ahmedabad,Mumbai,5,17,0,0,4500,0,4500,normal,78.12293037
BK04177,15-06-2024,18-06-2024,2,3,upper,Nadiad,Mumbai,6,14,0,0,1400,0,1400,normal,81.34105533
BK04178,25-07-2024,02-08-2024,3,8,mixed,Ahmedabad,Mumbai,2,22,1,1,2250,150,2400,normal,95.79438703
BK04179,30-03-2024,30-03-2024,2,0,mixed,Ahmedabad,Vadodara,0,14,0,0,1500,0,1500,normal,80.48270631
BK04180,24-12-2025,26-12-2025,2,2,upper,Ahmedabad,Mumbai,6,5,1,2,1400,200,1600,normal,96.72880786
BK04181,10-03-2024,10-03-2024,2,0,lower,Ahmedabad,Mumbai,0,11,1,1,1600,100,1700,normal,88.73162901
BK04182,31-03-2024,03-04-2024,3,3,upper,Ahmedabad,Nadiad,0,20,0,0,2100,0,2100,festival,82.81896009
BK04183,06-05-2024,26-05-2024,3,20,lower,Vadodara,Mumbai,3,8,1,3,2400,600,3000,festival,98
BK04184,12-03-2024,16-03-2024,2,4,lower,Ahmedabad,Vadodara,3,17,1,1,1600,200,1800,holiday,88.1377484
BK04185,26-03-2024,03-04-2024,1,8,lower,Ahmedabad,Nadiad,1,17,0,0,800,0,800,normal,98
BK04186,06-02-2024,11-02-2024,2,5,mixed,Surat,Nadiad,0,21,0,0,1500,0,1500,normal,91.88908062
BK04187,03-07-2025,09-07-2025,1,6,lower,Ahmedabad,Mumbai,3,10,1,1,800,150,950,festival,94.50976752
BK04188,04-11-2025,04-12-2025,2,30,upper,Surat,Mumbai,2,8,1,1,1400,200,1600,holiday,98
BK04189,27-08-2024,30-08-2024,3,3,mixed,Ahmedabad,Vadodara,2,11,0,0,2250,0,2250,normal,90.28052446
BK04190,26-04-2025,05-05-2025,3,9,upper,Nadiad,Mumbai,5,22,1,1,2100,100,2200,holiday,90.06248632
BK04191,15-02-2025,20-02-2025,3,5,upper,Nadiad,Surat,0,21,1,3,2100,300,2400,normal,86.6320163
BK04192,22-03-2025,22-03-2025,4,0,upper,Vadodara,Mumbai,1,8,0,0,2800,0,2800,normal,79.41105354
BK04193,01-04-2025,07-04-2025,2,6,lower,Ahmedabad,Surat,5,4,1,1,1600,150,1750,normal,93.2873089
BK04194,25-06-2025,11-07-2025,3,16,lower,Ahmedabad,Mumbai,3,11,1,3,2400,300,2700,normal,98
BK04195,17-08-2024,18-08-2024,2,1,mixed,Ahmedabad,Mumbai,5,3,0,0,1500,0,1500,normal,90.43908896
BK04196,10-02-2024,10-02-2024,1,0,lower,Surat,Mumbai,3,17,1,1,800,100,900,normal,87.66114676
BK04197,12-01-2025,13-01-2025,1,1,upper,Ahmedabad,Nadiad,3,1,1,1,700,200,900,normal,97.75835174
BK04198,20-09-2024,04-10-2024,1,14,upper,Surat,Mumbai,5,5,1,1,700,200,900,normal,95.05102714
BK04199,07-09-2024,19-09-2024,2,12,lower,Ahmedabad,Mumbai,1,0,1,2,1600,200,1800,normal,90.64707128
BK04200,20-09-2024,28-09-2024,2,8,mixed,Ahmedabad,Mumbai,4,5,1,1,1500,150,1650,holiday,90.0021755
BK04201,10-04-2024,16-04-2024,3,6,upper,Ahmedabad,Mumbai,3,1,1,2,2100,400,2500,normal,86.61541086
BK04202,09-01-2024,30-01-2024,1,21,lower,Ahmedabad,Mumbai,6,16,1,1,800,100,900,normal,96.66091262
BK04203,22-08-2024,05-09-2024,1,14,mixed,Vadodara,Nadiad,0,14,0,0,750,0,750,normal,89.79669602
BK04204,01-06-2024,17-06-2024,5,16,upper,Ahmedabad,Mumbai,3,5,1,5,3500,750,4250,normal,92.53156154
BK04205,04-03-2024,20-03-2024,1,16,upper,Surat,Mumbai,3,5,1,1,700,200,900,normal,96.45306203
BK04206,19-05-2025,29-05-2025,2,10,upper,Ahmedabad,Mumbai,4,8,1,2,1400,400,1800,normal,91.87355832
BK04207,23-12-2024,29-12-2024,2,6,lower,Nadiad,Surat,5,18,1,2,1600,200,1800,normal,84.69633382
BK04208,24-04-2025,14-05-2025,2,20,upper,Nadiad,Surat,6,2,1,2,1400,400,1800,normal,96.80010873
BK04209,22-06-2025,18-07-2025,1,26,lower,Ahmedabad,Mumbai,0,2,1,1,800,200,1000,festival,98
BK04210,05-05-2024,05-05-2024,1,0,upper,Ahmedabad,Mumbai,0,11,1,1,700,150,850,normal,93.98467113
BK04211,13-05-2025,13-05-2025,1,0,upper,Ahmedabad,Mumbai,6,20,0,0,700,0,700,normal,89.86151953
BK04212,08-08-2025,07-09-2025,2,30,mixed,Ahmedabad,Surat,0,5,0,0,1500,0,1500,festival,95.63515554
BK04213,06-03-2024,09-03-2024,2,3,upper,Surat,Vadodara,3,1,1,1,1400,200,1600,normal,95.99472519
BK04214,20-09-2025,10-10-2025,1,20,lower,Surat,Mumbai,3,11,0,0,800,0,800,festival,91.48734045
BK04215,28-02-2024,03-03-2024,2,4,mixed,Nadiad,Mumbai,2,17,1,1,1500,200,1700,normal,95.18874767
BK04216,10-11-2025,11-11-2025,3,1,upper,Nadiad,Mumbai,4,14,1,3,2100,300,2400,holiday,90.50483672
BK04217,30-05-2024,30-05-2024,1,0,upper,Ahmedabad,Mumbai,5,11,0,0,700,0,700,normal,80.62145959
BK04218,09-09-2024,10-09-2024,2,1,lower,Ahmedabad,Mumbai,6,1,1,1,1600,150,1750,festival,80.66779267
BK04219,04-11-2024,06-11-2024,3,2,mixed,Vadodara,Mumbai,0,8,0,0,2250,0,2250,normal,79.82698955
BK04220,12-07-2024,18-07-2024,1,6,mixed,Ahmedabad,Vadodara,0,21,1,1,750,100,850,normal,97.10240649
BK04221,26-07-2025,07-08-2025,2,12,upper,Nadiad,Mumbai,2,5,1,1,1400,100,1500,normal,98
BK04222,04-03-2024,03-04-2024,2,30,mixed,Vadodara,Mumbai,3,14,1,1,1500,200,1700,normal,98
BK04223,09-10-2024,14-10-2024,4,5,lower,Ahmedabad,Mumbai,6,21,1,4,3200,400,3600,festival,77.17065655
BK04224,04-03-2024,11-03-2024,3,7,mixed,Ahmedabad,Vadodara,6,11,1,3,2250,600,2850,normal,81.80143637
BK04225,01-01-2025,08-01-2025,2,7,upper,Vadodara,Mumbai,2,11,0,0,1400,0,1400,normal,93.58771356
BK04226,22-02-2024,29-02-2024,3,7,lower,Ahmedabad,Mumbai,6,2,1,1,2400,200,2600,normal,82.50874797
BK04227,18-07-2024,25-07-2024,2,7,upper,Vadodara,Mumbai,2,22,1,2,1400,300,1700,normal,89.82434613
BK04228,12-01-2025,12-01-2025,2,0,upper,Ahmedabad,Mumbai,3,4,0,0,1400,0,1400,normal,89.12047804
BK04229,03-05-2024,03-05-2024,2,0,lower,Ahmedabad,Mumbai,1,11,1,1,1600,150,1750,normal,95.63981579
BK04230,11-03-2024,12-03-2024,1,1,lower,Ahmedabad,Mumbai,5,4,0,0,800,0,800,festival,85.95172673
BK04231,20-05-2024,21-05-2024,3,1,lower,Nadiad,Mumbai,6,8,1,1,2400,100,2500,normal,80.10060203
BK04232,04-04-2025,16-04-2025,2,12,lower,Ahmedabad,Vadodara,4,21,1,2,1600,400,2000,holiday,97.12031769
BK04233,18-09-2025,20-09-2025,2,2,lower,Ahmedabad,Mumbai,1,14,1,2,1600,200,1800,normal,86.96087669
BK04234,11-08-2025,02-09-2025,4,22,lower,Ahmedabad,Mumbai,1,0,1,3,3200,300,3500,normal,97.68311228
BK04235,04-11-2024,30-11-2024,1,26,lower,Ahmedabad,Mumbai,4,22,1,1,800,100,900,normal,97.10766969
BK04236,17-01-2024,16-02-2024,2,30,mixed,Ahmedabad,Mumbai,1,17,1,1,1500,150,1650,normal,93.07618026
BK04237,03-07-2024,30-07-2024,1,27,upper,Ahmedabad,Mumbai,3,23,1,1,700,150,850,normal,98
BK04238,11-11-2024,14-11-2024,3,3,lower,Ahmedabad,Surat,1,17,0,0,2400,0,2400,normal,85.81383685
BK04239,18-03-2024,25-03-2024,3,7,mixed,Ahmedabad,Mumbai,6,17,1,3,2250,450,2700,holiday,89.98208717
BK04240,06-02-2025,07-02-2025,2,1,upper,Ahmedabad,Nadiad,1,16,1,1,1400,150,1550,holiday,92.25464735
BK04241,11-06-2024,27-06-2024,3,16,upper,Ahmedabad,Vadodara,5,11,1,3,2100,300,2400,normal,98
BK04242,25-05-2024,15-06-2024,2,21,upper,Ahmedabad,Mumbai,1,8,1,2,1400,400,1800,normal,98
BK04243,12-06-2025,01-07-2025,3,19,lower,Ahmedabad,Mumbai,3,11,1,1,2400,100,2500,holiday,98
BK04244,01-06-2024,06-06-2024,2,5,lower,Ahmedabad,Mumbai,2,4,1,1,1600,200,1800,normal,94.45067611
BK04245,10-02-2025,24-02-2025,2,14,lower,Surat,Mumbai,0,17,1,1,1600,150,1750,holiday,88.01272831
BK04246,30-05-2024,31-05-2024,4,1,upper,Ahmedabad,Nadiad,4,23,0,0,2800,0,2800,normal,83.25590108
BK04247,03-04-2025,03-04-2025,1,0,upper,Nadiad,Mumbai,4,14,1,1,700,100,800,holiday,93.94204988
BK04248,11-07-2025,24-07-2025,1,13,upper,Ahmedabad,Surat,3,20,1,1,700,100,800,normal,97.07063847
BK04249,24-12-2025,29-12-2025,2,5,lower,Vadodara,Nadiad,0,4,0,0,1600,0,1600,normal,90.560532
BK04250,14-05-2024,13-06-2024,5,30,upper,Surat,Surat,1,20,1,4,3500,600,4100,normal,92.17793607
BK04251,21-08-2025,22-08-2025,2,1,upper,Ahmedabad,Surat,6,21,0,0,1400,0,1400,normal,78.81539229
BK04252,10-02-2025,01-03-2025,1,19,mixed,Vadodara,Mumbai,6,20,1,1,750,100,850,normal,98
BK04253,25-08-2025,31-08-2025,2,6,lower,Ahmedabad,Vadodara,5,14,1,2,1600,300,1900,normal,85.33181772
BK04254,31-07-2024,17-08-2024,2,17,mixed,Ahmedabad,Mumbai,4,21,1,1,1500,100,1600,festival,96.13129695
BK04255,28-05-2024,13-06-2024,1,16,mixed,Ahmedabad,Mumbai,6,22,1,1,750,150,900,festival,98
BK04256,09-11-2024,03-12-2024,3,24,upper,Ahmedabad,Mumbai,1,19,1,3,2100,300,2400,holiday,89.38740102
BK04257,29-10-2025,01-11-2025,6,3,upper,Ahmedabad,Mumbai,5,13,1,3,4200,450,4650,normal,72.75746435
BK04258,10-04-2024,09-05-2024,2,29,lower,Ahmedabad,Mumbai,3,20,1,1,1600,150,1750,normal,94.99339063
BK04259,06-03-2024,07-03-2024,2,1,mixed,Ahmedabad,Mumbai,5,9,1,1,1500,100,1600,normal,92.38077574
BK04260,14-12-2024,14-12-2024,2,0,lower,Nadiad,Mumbai,3,8,0,0,1600,0,1600,festival,83.34365852
BK04261,04-01-2025,09-01-2025,1,5,upper,Ahmedabad,Mumbai,5,8,1,1,700,100,800,normal,88.51068579
BK04262,04-06-2025,21-06-2025,4,17,lower,Ahmedabad,Surat,3,5,1,4,3200,800,4000,normal,96.77800252
BK04263,04-02-2024,10-02-2024,2,6,lower,Ahmedabad,Mumbai,2,14,0,0,1600,0,1600,holiday,89.19775446
BK04264,30-04-2025,17-05-2025,2,17,upper,Ahmedabad,Mumbai,3,15,1,2,1400,200,1600,normal,98
BK04265,01-03-2024,14-03-2024,3,13,mixed,Ahmedabad,Nadiad,1,20,0,0,2250,0,2250,normal,91.52161611
BK04266,02-08-2025,04-08-2025,2,2,upper,Ahmedabad,Mumbai,2,16,1,1,1400,150,1550,normal,94.05494763
BK04267,14-04-2025,13-05-2025,2,29,mixed,Ahmedabad,Mumbai,1,17,0,0,1500,0,1500,festival,90.85032469
BK04268,24-01-2025,24-01-2025,1,0,upper,Ahmedabad,Mumbai,5,16,0,0,700,0,700,holiday,89.61554795
BK04269,09-04-2024,01-05-2024,3,22,lower,Vadodara,Surat,3,16,0,0,2400,0,2400,normal,92.11117588
BK04270,12-04-2025,15-04-2025,4,3,lower,Ahmedabad,Mumbai,2,8,1,3,3200,300,3500,normal,87.55504926
BK04271,28-03-2025,03-04-2025,2,6,upper,Ahmedabad,Mumbai,5,22,1,1,1400,200,1600,festival,89.19297242
BK04272,10-11-2024,15-11-2024,5,5,lower,Ahmedabad,Mumbai,0,14,0,0,4000,0,4000,normal,71.63153474
BK04273,09-11-2025,10-11-2025,1,1,upper,Surat,Mumbai,3,14,1,1,700,200,900,normal,97.49824092
BK04274,29-05-2025,02-06-2025,2,4,lower,Nadiad,Mumbai,6,20,0,0,1600,0,1600,normal,90.09045
BK04275,05-05-2024,07-05-2024,2,2,lower,Ahmedabad,Surat,2,11,0,0,1600,0,1600,normal,93.83305911
BK04276,11-02-2024,13-02-2024,2,2,upper,Ahmedabad,Mumbai,5,1,0,0,1400,0,1400,holiday,85.65058452
BK04277,13-11-2025,15-11-2025,2,2,upper,Ahmedabad,Mumbai,2,7,0,0,1400,0,1400,normal,90.75724933
BK04278,23-09-2025,29-09-2025,2,6,lower,Ahmedabad,Mumbai,2,18,0,0,1600,0,1600,normal,92.10778435
BK04279,31-07-2024,15-08-2024,1,15,lower,Nadiad,Nadiad,4,17,1,1,800,150,950,holiday,94.55755233
BK04280,06-12-2025,14-12-2025,2,8,lower,Ahmedabad,Mumbai,2,1,1,1,1600,200,1800,normal,98
BK04281,05-04-2024,27-04-2024,1,22,lower,Ahmedabad,Mumbai,0,1,0,0,800,0,800,festival,91.86021383
BK04282,11-10-2024,21-10-2024,3,10,upper,Ahmedabad,Mumbai,3,14,1,2,2100,300,2400,holiday,89.2826762
BK04283,23-06-2024,04-07-2024,1,11,upper,Vadodara,Nadiad,3,21,1,1,700,100,800,normal,91.52315227
BK04284,20-04-2025,01-05-2025,1,11,lower,Ahmedabad,Mumbai,3,4,0,0,800,0,800,normal,85.02694187
BK04285,12-08-2024,17-08-2024,2,5,lower,Vadodara,Mumbai,2,13,0,0,1600,0,1600,normal,85.92512781
BK04286,09-09-2024,20-09-2024,2,11,lower,Ahmedabad,Mumbai,3,19,1,2,1600,300,1900,normal,91.40693397
BK04287,16-10-2025,16-10-2025,4,0,lower,Nadiad,Mumbai,0,12,0,0,3200,0,3200,normal,82.85305274
BK04288,27-10-2024,15-11-2024,2,19,upper,Ahmedabad,Mumbai,6,8,1,2,1400,200,1600,normal,98
BK04289,19-07-2024,03-08-2024,2,15,lower,Ahmedabad,Mumbai,6,17,0,0,1600,0,1600,normal,95.84033989
BK04290,13-04-2025,15-04-2025,3,2,lower,Nadiad,Nadiad,4,17,1,1,2400,150,2550,normal,91.1866871
BK04291,07-02-2025,21-02-2025,2,14,upper,Vadodara,Surat,0,20,1,2,1400,400,1800,normal,98
BK04292,31-10-2024,31-10-2024,1,0,lower,Ahmedabad,Mumbai,4,21,1,1,800,100,900,normal,98
BK04293,09-10-2024,11-10-2024,2,2,upper,Vadodara,Mumbai,3,2,0,0,1400,0,1400,festival,87.3023299
BK04294,21-08-2024,21-08-2024,4,0,upper,Nadiad,Mumbai,6,8,0,0,2800,0,2800,holiday,76.45542211
BK04295,05-12-2025,20-12-2025,2,15,lower,Ahmedabad,Mumbai,5,22,1,2,1600,300,1900,festival,84.85569277
BK04296,14-01-2025,28-01-2025,1,14,upper,Vadodara,Vadodara,1,14,0,0,700,0,700,normal,98
BK04297,02-11-2024,18-11-2024,1,16,upper,Ahmedabad,Mumbai,6,16,0,0,700,0,700,normal,98
BK04298,18-08-2025,18-08-2025,1,0,upper,Nadiad,Mumbai,6,21,0,0,700,0,700,normal,93.8085019
BK04299,11-01-2025,17-01-2025,2,6,upper,Ahmedabad,Mumbai,4,16,0,0,1400,0,1400,normal,83.84929149
BK04300,20-10-2025,01-11-2025,2,12,mixed,Ahmedabad,Mumbai,0,16,0,0,1500,0,1500,festival,82.9940347
BK04301,14-11-2025,15-11-2025,1,1,mixed,Vadodara,Mumbai,0,1,1,1,750,100,850,normal,98
BK04302,23-09-2024,03-10-2024,4,10,upper,Ahmedabad,Vadodara,5,11,0,0,2800,0,2800,normal,86.72207569
BK04303,16-01-2025,16-01-2025,3,0,mixed,Ahmedabad,Nadiad,6,16,0,0,2250,0,2250,normal,85.33105896
BK04304,04-08-2024,06-08-2024,2,2,lower,Vadodara,Mumbai,6,18,0,0,1600,0,1600,normal,88.91170139
BK04305,16-03-2024,22-03-2024,3,6,upper,Vadodara,Mumbai,1,11,0,0,2100,0,2100,holiday,88.13965938
BK04306,08-10-2025,18-10-2025,1,10,lower,Ahmedabad,Mumbai,4,2,1,1,800,100,900,normal,98
BK04307,10-05-2024,11-05-2024,2,1,lower,Ahmedabad,Mumbai,4,9,0,0,1600,0,1600,normal,79.28636448
BK04308,24-12-2024,26-12-2024,2,2,upper,Nadiad,Nadiad,0,11,0,0,1400,0,1400,normal,92.29240177
BK04309,10-09-2024,12-09-2024,3,2,upper,Ahmedabad,Mumbai,4,17,1,2,2100,200,2300,festival,90.3541031
BK04310,08-04-2025,10-04-2025,3,2,lower,Ahmedabad,Mumbai,1,0,0,0,2400,0,2400,festival,80.22614219
BK04311,13-11-2024,15-11-2024,1,2,upper,Ahmedabad,Mumbai,4,10,1,1,700,200,900,normal,90.67994002
BK04312,13-09-2024,18-09-2024,4,5,upper,Ahmedabad,Mumbai,4,11,1,1,2800,150,2950,normal,83.6553919
BK04313,10-06-2025,20-06-2025,1,10,lower,Ahmedabad,Mumbai,1,13,0,0,800,0,800,normal,95.35946188
BK04314,06-06-2025,11-06-2025,4,5,lower,Nadiad,Mumbai,3,22,1,4,3200,400,3600,holiday,77.97530733
BK04315,15-09-2024,29-09-2024,5,14,lower,Nadiad,Vadodara,4,17,1,2,4000,300,4300,normal,82.63676712
BK04316,29-05-2024,10-06-2024,1,12,lower,Ahmedabad,Vadodara,5,5,1,1,800,100,900,holiday,90.43465794
BK04317,02-03-2025,03-03-2025,3,1,upper,Ahmedabad,Surat,0,14,0,0,2100,0,2100,normal,84.77142636
BK04318,07-10-2025,07-10-2025,1,0,lower,Ahmedabad,Mumbai,2,8,1,1,800,200,1000,normal,87.62778461
